tx_id,score,amount,time
40085,0.755,1.0,40086.0,2025-08-10T21:33:43+00:00
41569,0.875,1.0,40742.0,2025-08-10T21:33:50+00:00
27738,0.955,125.3,34684.0,2025-08-10T21:33:54+00:00
27749,0.97,19.02,34687.0,2025-08-10T21:33:54+00:00
4920,0.72,239.93,4462.0,2025-08-10T21:34:17+00:00
6329,0.77,1.0,7519.0,2025-08-10T21:34:23+00:00
6334,0.97,1.0,7535.0,2025-08-10T21:34:23+00:00
6338,0.98,1.0,7551.0,2025-08-10T21:34:23+00:00
6427,0.99,1.0,7610.0,2025-08-10T21:34:23+00:00
6446,0.98,1.0,7672.0,2025-08-10T21:34:24+00:00
6870,1.0,1.0,8757.0,2025-08-10T21:34:26+00:00
4920,0.72,239.93,4462.0,2025-08-10T21:34:32+00:00
8335,0.94,1.0,11131.0,2025-08-10T21:34:33+00:00
8842,0.995,0.0,12093.0,2025-08-10T21:34:35+00:00
6472,0.945,1.0,7740.0,2025-08-10T21:34:35+00:00
6641,0.945,1.0,8169.0,2025-08-10T21:34:36+00:00
6717,0.975,1.0,8408.0,2025-08-10T21:34:37+00:00
6719,0.97,1.0,8415.0,2025-08-10T21:34:37+00:00
6734,0.985,1.0,8451.0,2025-08-10T21:34:37+00:00
6774,0.985,1.0,8528.0,2025-08-10T21:34:37+00:00
6820,1.0,1.0,8614.0,2025-08-10T21:34:37+00:00
30100,0.98,60.6,35771.0,2025-08-10T21:34:41+00:00
30398,0.95,9.13,35906.0,2025-08-10T21:34:42+00:00
30442,0.995,4.56,35926.0,2025-08-10T21:34:42+00:00
8312,0.95,1.0,11092.0,2025-08-10T21:34:45+00:00
8615,0.975,1.0,11629.0,2025-08-10T21:34:47+00:00
9179,0.985,1.0,13126.0,2025-08-10T21:34:49+00:00
9487,0.99,1.0,14073.0,2025-08-10T21:34:51+00:00
6108,0.905,59.0,6986.0,2025-08-10T21:34:58+00:00
6108,0.905,59.0,6986.0,2025-08-10T21:34:58+00:00
6336,0.98,1.0,7543.0,2025-08-10T21:35:00+00:00
6329,0.77,1.0,7519.0,2025-08-10T21:35:00+00:00
6472,0.945,1.0,7740.0,2025-08-10T21:35:00+00:00
6734,0.985,1.0,8451.0,2025-08-10T21:35:02+00:00
6719,0.97,1.0,8415.0,2025-08-10T21:35:02+00:00
6774,0.985,1.0,8528.0,2025-08-10T21:35:02+00:00
6820,1.0,1.0,8614.0,2025-08-10T21:35:02+00:00
6870,1.0,1.0,8757.0,2025-08-10T21:35:02+00:00
6882,0.93,1.1,8808.0,2025-08-10T21:35:02+00:00
6870,1.0,1.0,8757.0,2025-08-10T21:35:02+00:00
6882,0.93,1.1,8808.0,2025-08-10T21:35:02+00:00
6899,1.0,1.0,8878.0,2025-08-10T21:35:02+00:00
6971,0.82,1809.68,9064.0,2025-08-10T21:35:03+00:00
8335,0.94,1.0,11131.0,2025-08-10T21:35:09+00:00
8312,0.95,1.0,11092.0,2025-08-10T21:35:10+00:00
9035,1.0,1.0,12597.0,2025-08-10T21:35:11+00:00
6331,0.965,1.0,7526.0,2025-08-10T21:35:14+00:00
6334,0.97,1.0,7535.0,2025-08-10T21:35:14+00:00
6338,0.98,1.0,7551.0,2025-08-10T21:35:14+00:00
6427,0.99,1.0,7610.0,2025-08-10T21:35:15+00:00
6446,0.98,1.0,7672.0,2025-08-10T21:35:15+00:00
6609,0.965,1.0,8090.0,2025-08-10T21:35:15+00:00
6641,0.945,1.0,8169.0,2025-08-10T21:35:16+00:00
6899,1.0,1.0,8878.0,2025-08-10T21:35:17+00:00
6903,1.0,1.0,8886.0,2025-08-10T21:35:17+00:00
10497,0.645,3.79,17220.0,2025-08-10T21:35:18+00:00
10568,0.965,1.0,17520.0,2025-08-10T21:35:18+00:00
8312,0.95,1.0,11092.0,2025-08-10T21:35:24+00:00
8845,0.985,30.39,12095.0,2025-08-10T21:35:26+00:00
8972,0.78,179.66,12393.0,2025-08-10T21:35:27+00:00
9179,0.985,1.0,13126.0,2025-08-10T21:35:28+00:00
10204,0.8,11.39,15817.0,2025-08-10T21:35:29+00:00
10484,0.605,3.79,17187.0,2025-08-10T21:35:30+00:00
623,0.6,529.0,472.0,2025-08-10T21:35:34+00:00
8615,0.975,1.0,11629.0,2025-08-10T21:35:46+00:00
8617,0.865,1.0,11635.0,2025-08-10T21:35:46+00:00
8617,0.865,1.0,11635.0,2025-08-10T21:35:47+00:00
9035,1.0,1.0,12597.0,2025-08-10T21:35:49+00:00
9252,0.955,1.0,13323.0,2025-08-10T21:35:49+00:00
10204,0.8,11.39,15817.0,2025-08-10T21:35:54+00:00
10497,0.645,3.79,17220.0,2025-08-10T21:35:56+00:00
10498,0.645,3.93,17230.0,2025-08-10T21:35:56+00:00
10484,0.605,3.79,17187.0,2025-08-10T21:35:56+00:00
10630,0.99,766.36,17838.0,2025-08-10T21:35:56+00:00
10801,0.985,1.0,18399.0,2025-08-10T21:35:57+00:00
10801,0.985,1.0,18399.0,2025-08-10T21:35:57+00:00
10891,0.945,188.78,18675.0,2025-08-10T21:35:58+00:00
11710,1.0,1.0,20011.0,2025-08-10T21:36:01+00:00
11880,0.995,1.0,20451.0,2025-08-10T21:36:02+00:00
12070,0.995,1.0,20931.0,2025-08-10T21:36:03+00:00
9509,0.995,1.0,14152.0,2025-08-10T21:36:05+00:00
10568,0.965,1.0,17520.0,2025-08-10T21:36:10+00:00
10897,1.0,1.0,18690.0,2025-08-10T21:36:11+00:00
11343,0.995,1.0,19762.0,2025-08-10T21:36:14+00:00
12261,0.99,1.0,21419.0,2025-08-10T21:36:18+00:00
4920,0.72,239.93,4462.0,2025-08-10T21:36:31+00:00
6108,0.905,59.0,6986.0,2025-08-10T21:36:36+00:00
6329,0.77,1.0,7519.0,2025-08-10T21:36:37+00:00
6334,0.97,1.0,7535.0,2025-08-10T21:36:37+00:00
6336,0.98,1.0,7543.0,2025-08-10T21:36:37+00:00
6427,0.99,1.0,7610.0,2025-08-10T21:36:38+00:00
6472,0.945,1.0,7740.0,2025-08-10T21:36:38+00:00
6717,0.975,1.0,8408.0,2025-08-10T21:36:39+00:00
6774,0.985,1.0,8528.0,2025-08-10T21:36:39+00:00
12261,0.99,1.0,21419.0,2025-08-10T21:36:41+00:00
40085,0.755,1.0,40086.0,2025-08-10T21:36:41+00:00
41569,0.875,1.0,40742.0,2025-08-10T21:36:48+00:00
14170,0.795,99.99,25198.0,2025-08-10T21:36:50+00:00
14338,0.665,3.76,25426.0,2025-08-10T21:36:50+00:00
42007,0.985,0.76,40918.0,2025-08-10T21:36:51+00:00
42009,0.99,112.33,40919.0,2025-08-10T21:36:51+00:00
42528,0.965,340.11,41138.0,2025-08-10T21:36:53+00:00
14920,0.275,1.0,26217.0,2025-08-10T21:36:53+00:00
42700,0.99,30.26,41204.0,2025-08-10T21:36:54+00:00
42756,0.99,0.0,41233.0,2025-08-10T21:36:54+00:00
15166,0.96,99.99,26523.0,2025-08-10T21:36:54+00:00
42936,0.995,59.68,41305.0,2025-08-10T21:36:55+00:00
43160,0.995,273.01,41397.0,2025-08-10T21:36:56+00:00
15451,0.995,99.99,26833.0,2025-08-10T21:36:56+00:00
15476,1.0,99.99,26863.0,2025-08-10T21:36:56+00:00
15539,1.0,99.99,26931.0,2025-08-10T21:36:57+00:00
12369,0.96,1.0,21662.0,2025-08-10T21:36:59+00:00
6338,0.98,1.0,7551.0,2025-08-10T21:36:59+00:00
6446,0.98,1.0,7672.0,2025-08-10T21:37:00+00:00
6641,0.945,1.0,8169.0,2025-08-10T21:37:01+00:00
6820,1.0,1.0,8614.0,2025-08-10T21:37:02+00:00
6870,1.0,1.0,8757.0,2025-08-10T21:37:02+00:00
6903,1.0,1.0,8886.0,2025-08-10T21:37:02+00:00
6971,0.82,1809.68,9064.0,2025-08-10T21:37:03+00:00
14170,0.795,99.99,25198.0,2025-08-10T21:37:07+00:00
14197,0.885,99.99,25231.0,2025-08-10T21:37:08+00:00
14338,0.665,3.76,25426.0,2025-08-10T21:37:08+00:00
8312,0.95,1.0,11092.0,2025-08-10T21:37:09+00:00
8615,0.975,1.0,11629.0,2025-08-10T21:37:10+00:00
8972,0.78,179.66,12393.0,2025-08-10T21:37:12+00:00
9179,0.985,1.0,13126.0,2025-08-10T21:37:13+00:00
8335,0.94,1.0,11131.0,2025-08-10T21:37:21+00:00
8617,0.865,1.0,11635.0,2025-08-10T21:37:23+00:00
8845,0.985,30.39,12095.0,2025-08-10T21:37:24+00:00
9252,0.955,1.0,13323.0,2025-08-10T21:37:26+00:00
9487,0.99,1.0,14073.0,2025-08-10T21:37:27+00:00
10568,0.965,1.0,17520.0,2025-08-10T21:37:32+00:00
15751,1.0,99.99,27187.0,2025-08-10T21:37:33+00:00
43624,0.85,39.45,41582.0,2025-08-10T21:37:34+00:00
16110,0.31,1.0,27524.0,2025-08-10T21:37:34+00:00
44001,0.915,802.52,41743.0,2025-08-10T21:37:35+00:00
16415,0.975,23.36,27784.0,2025-08-10T21:37:36+00:00
623,0.6,529.0,472.0,2025-08-10T21:37:39+00:00
18466,0.78,0.68,29526.0,2025-08-10T21:37:46+00:00
18472,0.825,0.68,29531.0,2025-08-10T21:37:46+00:00
18773,0.97,0.68,29753.0,2025-08-10T21:37:48+00:00
9509,0.995,1.0,14152.0,2025-08-10T21:37:50+00:00
10204,0.8,11.39,15817.0,2025-08-10T21:37:53+00:00
10497,0.645,3.79,17220.0,2025-08-10T21:37:54+00:00
10630,0.99,766.36,17838.0,2025-08-10T21:37:55+00:00
11880,0.995,1.0,20451.0,2025-08-10T21:38:01+00:00
623,0.6,529.0,472.0,2025-08-10T21:38:03+00:00
10690,0.88,1218.89,18088.0,2025-08-10T21:38:07+00:00
10801,0.985,1.0,18399.0,2025-08-10T21:38:08+00:00
10891,0.945,188.78,18675.0,2025-08-10T21:38:08+00:00
10897,1.0,1.0,18690.0,2025-08-10T21:38:08+00:00
12070,0.995,1.0,20931.0,2025-08-10T21:38:14+00:00
541,0.8,0.0,406.0,2025-08-10T21:38:14+00:00
12261,0.99,1.0,21419.0,2025-08-10T21:38:15+00:00
14197,0.885,99.99,25231.0,2025-08-10T21:38:24+00:00
6108,0.905,59.0,6986.0,2025-08-10T21:38:41+00:00
6331,0.965,1.0,7526.0,2025-08-10T21:38:42+00:00
6336,0.98,1.0,7543.0,2025-08-10T21:38:42+00:00
6529,0.99,1.0,7891.0,2025-08-10T21:38:42+00:00
6609,0.965,1.0,8090.0,2025-08-10T21:38:43+00:00
6882,0.93,1.1,8808.0,2025-08-10T21:38:44+00:00
6899,1.0,1.0,8878.0,2025-08-10T21:38:44+00:00
6903,1.0,1.0,8886.0,2025-08-10T21:38:44+00:00
14104,0.77,3.12,25095.0,2025-08-10T21:38:47+00:00
14170,0.795,99.99,25198.0,2025-08-10T21:38:47+00:00
14211,0.93,99.99,25254.0,2025-08-10T21:38:47+00:00
15166,0.96,99.99,26523.0,2025-08-10T21:38:52+00:00
15539,1.0,99.99,26931.0,2025-08-10T21:38:53+00:00
15751,1.0,99.99,27187.0,2025-08-10T21:38:54+00:00
14338,0.665,3.76,25426.0,2025-08-10T21:38:59+00:00
15225,0.995,99.99,26585.0,2025-08-10T21:39:04+00:00
15451,0.995,99.99,26833.0,2025-08-10T21:39:05+00:00
15736,1.0,99.99,27163.0,2025-08-10T21:39:06+00:00
16110,0.31,1.0,27524.0,2025-08-10T21:39:08+00:00
16415,0.975,23.36,27784.0,2025-08-10T21:39:09+00:00
16780,0.945,99.99,28143.0,2025-08-10T21:39:11+00:00
16851,0.24,1.0,28233.0,2025-08-10T21:39:12+00:00
16863,0.86,730.86,28242.0,2025-08-10T21:39:12+00:00
17366,0.99,99.99,28658.0,2025-08-10T21:39:14+00:00
17407,0.97,99.99,28692.0,2025-08-10T21:39:14+00:00
6336,0.98,1.0,7543.0,2025-08-10T21:39:17+00:00
6427,0.99,1.0,7610.0,2025-08-10T21:39:17+00:00
6472,0.945,1.0,7740.0,2025-08-10T21:39:18+00:00
6641,0.945,1.0,8169.0,2025-08-10T21:39:18+00:00
6719,0.97,1.0,8415.0,2025-08-10T21:39:19+00:00
6882,0.93,1.1,8808.0,2025-08-10T21:39:19+00:00
6971,0.82,1809.68,9064.0,2025-08-10T21:39:20+00:00
8296,0.925,1.0,11080.0,2025-08-10T21:39:26+00:00
8617,0.865,1.0,11635.0,2025-08-10T21:39:27+00:00
8845,0.985,30.39,12095.0,2025-08-10T21:39:29+00:00
8972,0.78,179.66,12393.0,2025-08-10T21:39:29+00:00
9252,0.955,1.0,13323.0,2025-08-10T21:39:30+00:00
9509,0.995,1.0,14152.0,2025-08-10T21:39:32+00:00
26802,0.9,19.02,34256.0,2025-08-10T21:39:36+00:00
10498,0.645,3.93,17230.0,2025-08-10T21:39:37+00:00
6108,0.905,59.0,6986.0,2025-08-10T21:39:41+00:00
6329,0.77,1.0,7519.0,2025-08-10T21:39:42+00:00
6334,0.97,1.0,7535.0,2025-08-10T21:39:42+00:00
6338,0.98,1.0,7551.0,2025-08-10T21:39:42+00:00
6529,0.99,1.0,7891.0,2025-08-10T21:39:43+00:00
6609,0.965,1.0,8090.0,2025-08-10T21:39:43+00:00
6717,0.975,1.0,8408.0,2025-08-10T21:39:44+00:00
6899,1.0,1.0,8878.0,2025-08-10T21:39:45+00:00
29687,0.645,0.76,35585.0,2025-08-10T21:39:50+00:00
8296,0.925,1.0,11080.0,2025-08-10T21:39:51+00:00
8617,0.865,1.0,11635.0,2025-08-10T21:39:53+00:00
17317,0.985,99.99,28625.0,2025-08-10T21:39:53+00:00
17453,0.945,99.99,28726.0,2025-08-10T21:39:54+00:00
8972,0.78,179.66,12393.0,2025-08-10T21:39:54+00:00
9035,1.0,1.0,12597.0,2025-08-10T21:39:55+00:00
18466,0.78,0.68,29526.0,2025-08-10T21:39:59+00:00
8845,0.985,30.39,12095.0,2025-08-10T21:40:04+00:00
9179,0.985,1.0,13126.0,2025-08-10T21:40:06+00:00
10204,0.8,11.39,15817.0,2025-08-10T21:40:10+00:00
10498,0.645,3.93,17230.0,2025-08-10T21:40:12+00:00
18809,0.87,30.3,29785.0,2025-08-10T21:40:13+00:00
541,0.8,0.0,406.0,2025-08-10T21:40:15+00:00
30100,0.98,60.6,35771.0,2025-08-10T21:40:27+00:00
30384,0.97,1.0,35899.0,2025-08-10T21:40:29+00:00
30398,0.95,9.13,35906.0,2025-08-10T21:40:29+00:00
30473,0.975,14.46,35942.0,2025-08-10T21:40:29+00:00
30496,0.975,111.7,35953.0,2025-08-10T21:40:29+00:00
9252,0.955,1.0,13323.0,2025-08-10T21:40:31+00:00
31002,0.99,111.7,36170.0,2025-08-10T21:40:32+00:00
10484,0.605,3.79,17187.0,2025-08-10T21:40:37+00:00
10497,0.645,3.79,17220.0,2025-08-10T21:40:37+00:00
11710,1.0,1.0,20011.0,2025-08-10T21:40:43+00:00
10801,0.985,1.0,18399.0,2025-08-10T21:40:48+00:00
10897,1.0,1.0,18690.0,2025-08-10T21:40:49+00:00
11343,0.995,1.0,19762.0,2025-08-10T21:40:51+00:00
11880,0.995,1.0,20451.0,2025-08-10T21:40:53+00:00
12070,0.995,1.0,20931.0,2025-08-10T21:40:54+00:00
12108,0.995,1.0,21046.0,2025-08-10T21:40:54+00:00
12369,0.96,1.0,21662.0,2025-08-10T21:40:56+00:00
23308,0.97,0.0,32686.0,2025-08-10T21:40:56+00:00
23422,0.865,717.15,32745.0,2025-08-10T21:40:56+00:00
14104,0.77,3.12,25095.0,2025-08-10T21:41:04+00:00
33276,0.795,12.31,37167.0,2025-08-10T21:41:18+00:00
6331,0.965,1.0,7526.0,2025-08-10T21:41:18+00:00
6529,0.99,1.0,7891.0,2025-08-10T21:41:19+00:00
6609,0.965,1.0,8090.0,2025-08-10T21:41:20+00:00
6719,0.97,1.0,8415.0,2025-08-10T21:41:20+00:00
6734,0.985,1.0,8451.0,2025-08-10T21:41:20+00:00
6882,0.93,1.1,8808.0,2025-08-10T21:41:21+00:00
6899,1.0,1.0,8878.0,2025-08-10T21:41:21+00:00
14197,0.885,99.99,25231.0,2025-08-10T21:41:31+00:00
14338,0.665,3.76,25426.0,2025-08-10T21:41:32+00:00
15166,0.96,99.99,26523.0,2025-08-10T21:41:35+00:00
14920,0.275,1.0,26217.0,2025-08-10T21:41:44+00:00
15204,0.965,99.99,26556.0,2025-08-10T21:41:45+00:00
15225,0.995,99.99,26585.0,2025-08-10T21:41:45+00:00
15506,1.0,99.99,26899.0,2025-08-10T21:41:47+00:00
15539,1.0,99.99,26931.0,2025-08-10T21:41:47+00:00
15566,1.0,99.99,26961.0,2025-08-10T21:41:47+00:00
16863,0.86,730.86,28242.0,2025-08-10T21:41:53+00:00
17366,0.99,99.99,28658.0,2025-08-10T21:41:55+00:00
8296,0.925,1.0,11080.0,2025-08-10T21:42:03+00:00
8842,0.995,0.0,12093.0,2025-08-10T21:42:06+00:00
9035,1.0,1.0,12597.0,2025-08-10T21:42:07+00:00
10484,0.605,3.79,17187.0,2025-08-10T21:42:14+00:00
10498,0.645,3.93,17230.0,2025-08-10T21:42:14+00:00
11343,0.995,1.0,19762.0,2025-08-10T21:42:19+00:00
11710,1.0,1.0,20011.0,2025-08-10T21:42:20+00:00
11841,0.995,1.0,20332.0,2025-08-10T21:42:21+00:00
12108,0.995,1.0,21046.0,2025-08-10T21:42:22+00:00
12369,0.96,1.0,21662.0,2025-08-10T21:42:23+00:00
16415,0.975,23.36,27784.0,2025-08-10T21:42:34+00:00
16780,0.945,99.99,28143.0,2025-08-10T21:42:35+00:00
29687,0.645,0.76,35585.0,2025-08-10T21:42:35+00:00
17317,0.985,99.99,28625.0,2025-08-10T21:42:38+00:00
17453,0.945,99.99,28726.0,2025-08-10T21:42:39+00:00
30384,0.97,1.0,35899.0,2025-08-10T21:42:39+00:00
30442,0.995,4.56,35926.0,2025-08-10T21:42:39+00:00
30473,0.975,14.46,35942.0,2025-08-10T21:42:40+00:00
30100,0.98,60.6,35771.0,2025-08-10T21:42:50+00:00
30314,0.98,7.61,35866.0,2025-08-10T21:42:51+00:00
30398,0.95,9.13,35906.0,2025-08-10T21:42:51+00:00
18466,0.78,0.68,29526.0,2025-08-10T21:42:53+00:00
31002,0.99,111.7,36170.0,2025-08-10T21:42:54+00:00
14920,0.275,1.0,26217.0,2025-08-10T21:43:10+00:00
15204,0.965,99.99,26556.0,2025-08-10T21:43:11+00:00
15476,1.0,99.99,26863.0,2025-08-10T21:43:13+00:00
15506,1.0,99.99,26899.0,2025-08-10T21:43:13+00:00
15566,1.0,99.99,26961.0,2025-08-10T21:43:13+00:00
15781,0.99,99.99,27219.0,2025-08-10T21:43:14+00:00
15810,0.955,99.99,27252.0,2025-08-10T21:43:14+00:00
17480,0.84,99.99,28755.0,2025-08-10T21:43:22+00:00
20198,0.75,104.81,30852.0,2025-08-10T21:43:26+00:00
33276,0.795,12.31,37167.0,2025-08-10T21:43:38+00:00
23308,0.97,0.0,32686.0,2025-08-10T21:43:41+00:00
23422,0.865,717.15,32745.0,2025-08-10T21:43:41+00:00
6870,1.0,1.0,8757.0,2025-08-10T21:43:56+00:00
6899,1.0,1.0,8878.0,2025-08-10T21:43:56+00:00
6903,1.0,1.0,8886.0,2025-08-10T21:43:56+00:00
6971,0.82,1809.68,9064.0,2025-08-10T21:43:56+00:00
18472,0.825,0.68,29531.0,2025-08-10T21:44:01+00:00
8312,0.95,1.0,11092.0,2025-08-10T21:44:02+00:00
18773,0.97,0.68,29753.0,2025-08-10T21:44:02+00:00
8615,0.975,1.0,11629.0,2025-08-10T21:44:04+00:00
8845,0.985,30.39,12095.0,2025-08-10T21:44:05+00:00
9035,1.0,1.0,12597.0,2025-08-10T21:44:06+00:00
9252,0.955,1.0,13323.0,2025-08-10T21:44:07+00:00
9487,0.99,1.0,14073.0,2025-08-10T21:44:08+00:00
9509,0.995,1.0,14152.0,2025-08-10T21:44:08+00:00
20198,0.75,104.81,30852.0,2025-08-10T21:44:09+00:00
26802,0.9,19.02,34256.0,2025-08-10T21:44:32+00:00
39183,0.675,776.83,39729.0,2025-08-10T21:44:41+00:00
27362,0.675,1.52,34521.0,2025-08-10T21:44:45+00:00
27627,0.985,18.96,34634.0,2025-08-10T21:44:47+00:00
10484,0.605,3.79,17187.0,2025-08-10T21:44:48+00:00
10630,0.99,766.36,17838.0,2025-08-10T21:44:48+00:00
10891,0.945,188.78,18675.0,2025-08-10T21:44:49+00:00
11841,0.995,1.0,20332.0,2025-08-10T21:44:54+00:00
11880,0.995,1.0,20451.0,2025-08-10T21:44:54+00:00
12070,0.995,1.0,20931.0,2025-08-10T21:44:55+00:00
12369,0.96,1.0,21662.0,2025-08-10T21:44:57+00:00
14338,0.665,3.76,25426.0,2025-08-10T21:45:06+00:00
14920,0.275,1.0,26217.0,2025-08-10T21:45:09+00:00
15476,1.0,99.99,26863.0,2025-08-10T21:45:11+00:00
15506,1.0,99.99,26899.0,2025-08-10T21:45:11+00:00
15566,1.0,99.99,26961.0,2025-08-10T21:45:12+00:00
15751,1.0,99.99,27187.0,2025-08-10T21:45:13+00:00
15781,0.99,99.99,27219.0,2025-08-10T21:45:13+00:00
28976,0.275,2.69,35261.0,2025-08-10T21:45:17+00:00
16851,0.24,1.0,28233.0,2025-08-10T21:45:18+00:00
29687,0.645,0.76,35585.0,2025-08-10T21:45:21+00:00
41943,0.84,0.76,40892.0,2025-08-10T21:45:34+00:00
30314,0.98,7.61,35866.0,2025-08-10T21:45:34+00:00
42007,0.985,0.76,40918.0,2025-08-10T21:45:35+00:00
30384,0.97,1.0,35899.0,2025-08-10T21:45:35+00:00
30473,0.975,14.46,35942.0,2025-08-10T21:45:35+00:00
30496,0.975,111.7,35953.0,2025-08-10T21:45:35+00:00
31002,0.99,111.7,36170.0,2025-08-10T21:45:38+00:00
40525,0.855,1.0,40276.0,2025-08-10T21:45:38+00:00
41395,0.905,1.0,40662.0,2025-08-10T21:45:42+00:00
42009,0.99,112.33,40919.0,2025-08-10T21:45:45+00:00
623,0.6,529.0,472.0,2025-08-10T21:45:49+00:00
26802,0.9,19.02,34256.0,2025-08-10T21:45:51+00:00
16863,0.86,730.86,28242.0,2025-08-10T21:45:53+00:00
27362,0.675,1.52,34521.0,2025-08-10T21:45:54+00:00
27627,0.985,18.96,34634.0,2025-08-10T21:45:55+00:00
27738,0.955,125.3,34684.0,2025-08-10T21:45:55+00:00
27749,0.97,19.02,34687.0,2025-08-10T21:45:55+00:00
17407,0.97,99.99,28692.0,2025-08-10T21:45:55+00:00
17453,0.945,99.99,28726.0,2025-08-10T21:45:55+00:00
18466,0.78,0.68,29526.0,2025-08-10T21:46:00+00:00
28976,0.275,2.69,35261.0,2025-08-10T21:46:01+00:00
18773,0.97,0.68,29753.0,2025-08-10T21:46:01+00:00
33276,0.795,12.31,37167.0,2025-08-10T21:46:12+00:00
541,0.8,0.0,406.0,2025-08-10T21:46:12+00:00
30496,0.975,111.7,35953.0,2025-08-10T21:46:43+00:00
6331,0.965,1.0,7526.0,2025-08-10T21:47:18+00:00
6338,0.98,1.0,7551.0,2025-08-10T21:47:18+00:00
6427,0.99,1.0,7610.0,2025-08-10T21:47:18+00:00
6529,0.99,1.0,7891.0,2025-08-10T21:47:19+00:00
6609,0.965,1.0,8090.0,2025-08-10T21:47:19+00:00
6641,0.945,1.0,8169.0,2025-08-10T21:47:20+00:00
6719,0.97,1.0,8415.0,2025-08-10T21:47:20+00:00
6903,1.0,1.0,8886.0,2025-08-10T21:47:21+00:00
6329,0.77,1.0,7519.0,2025-08-10T21:47:30+00:00
6334,0.97,1.0,7535.0,2025-08-10T21:47:30+00:00
6446,0.98,1.0,7672.0,2025-08-10T21:47:30+00:00
6472,0.945,1.0,7740.0,2025-08-10T21:47:31+00:00
6717,0.975,1.0,8408.0,2025-08-10T21:47:32+00:00
6971,0.82,1809.68,9064.0,2025-08-10T21:47:33+00:00
26802,0.9,19.02,34256.0,2025-08-10T21:47:58+00:00
8296,0.925,1.0,11080.0,2025-08-10T21:48:08+00:00
8335,0.94,1.0,11131.0,2025-08-10T21:48:08+00:00
8615,0.975,1.0,11629.0,2025-08-10T21:48:09+00:00
8842,0.995,0.0,12093.0,2025-08-10T21:48:10+00:00
8845,0.985,30.39,12095.0,2025-08-10T21:48:10+00:00
8972,0.78,179.66,12393.0,2025-08-10T21:48:11+00:00
9179,0.985,1.0,13126.0,2025-08-10T21:48:12+00:00
9509,0.995,1.0,14152.0,2025-08-10T21:48:14+00:00
10204,0.8,11.39,15817.0,2025-08-10T21:48:18+00:00
39183,0.675,776.83,39729.0,2025-08-10T21:48:20+00:00
10497,0.645,3.79,17220.0,2025-08-10T21:48:20+00:00
10498,0.645,3.93,17230.0,2025-08-10T21:48:20+00:00
9252,0.955,1.0,13323.0,2025-08-10T21:48:24+00:00
9487,0.99,1.0,14073.0,2025-08-10T21:48:25+00:00
40525,0.855,1.0,40276.0,2025-08-10T21:48:27+00:00
10568,0.965,1.0,17520.0,2025-08-10T21:48:31+00:00
10897,1.0,1.0,18690.0,2025-08-10T21:48:33+00:00
41395,0.905,1.0,40662.0,2025-08-10T21:48:44+00:00
28976,0.275,2.69,35261.0,2025-08-10T21:48:46+00:00
41943,0.84,0.76,40892.0,2025-08-10T21:48:46+00:00
29687,0.645,0.76,35585.0,2025-08-10T21:48:49+00:00
42549,0.98,88.23,41147.0,2025-08-10T21:48:49+00:00
42635,1.0,11.38,41181.0,2025-08-10T21:48:50+00:00
42696,1.0,88.23,41203.0,2025-08-10T21:48:50+00:00
42741,0.955,459.07,41227.0,2025-08-10T21:48:50+00:00
42769,1.0,118.3,41237.0,2025-08-10T21:48:50+00:00
42784,0.99,45.49,41243.0,2025-08-10T21:48:50+00:00
30100,0.98,60.6,35771.0,2025-08-10T21:48:51+00:00
42856,0.965,173.07,41273.0,2025-08-10T21:48:51+00:00
42887,0.995,37.32,41285.0,2025-08-10T21:48:51+00:00
42958,0.955,9.99,41313.0,2025-08-10T21:48:51+00:00
43061,0.975,34.12,41353.0,2025-08-10T21:48:52+00:00
30442,0.995,4.56,35926.0,2025-08-10T21:48:52+00:00
43204,0.99,106.55,41413.0,2025-08-10T21:48:52+00:00
40085,0.755,1.0,40086.0,2025-08-10T21:48:53+00:00
31002,0.99,111.7,36170.0,2025-08-10T21:48:55+00:00
10630,0.99,766.36,17838.0,2025-08-10T21:48:56+00:00
10690,0.88,1218.89,18088.0,2025-08-10T21:48:56+00:00
11343,0.995,1.0,19762.0,2025-08-10T21:48:59+00:00
41569,0.875,1.0,40742.0,2025-08-10T21:49:00+00:00
11710,1.0,1.0,20011.0,2025-08-10T21:49:01+00:00
11841,0.995,1.0,20332.0,2025-08-10T21:49:01+00:00
11880,0.995,1.0,20451.0,2025-08-10T21:49:02+00:00
12108,0.995,1.0,21046.0,2025-08-10T21:49:03+00:00
42473,0.995,3.79,41116.0,2025-08-10T21:49:12+00:00
42590,0.945,5.3,41164.0,2025-08-10T21:49:12+00:00
42609,0.995,83.38,41170.0,2025-08-10T21:49:13+00:00
42674,0.99,1.52,41194.0,2025-08-10T21:49:13+00:00
12369,0.96,1.0,21662.0,2025-08-10T21:49:14+00:00
42945,1.0,0.76,41308.0,2025-08-10T21:49:14+00:00
43773,0.98,172.32,41646.0,2025-08-10T21:49:18+00:00
44091,0.775,99.99,41791.0,2025-08-10T21:49:20+00:00
14104,0.77,3.12,25095.0,2025-08-10T21:49:22+00:00
14197,0.885,99.99,25231.0,2025-08-10T21:49:22+00:00
15204,0.965,99.99,26556.0,2025-08-10T21:49:27+00:00
15225,0.995,99.99,26585.0,2025-08-10T21:49:27+00:00
43428,0.96,364.19,41505.0,2025-08-10T21:49:28+00:00
15566,1.0,99.99,26961.0,2025-08-10T21:49:28+00:00
